Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed
SHIP000238,Ahmedabad,Mumbai,2024-04-12,2024-04-17,2024-04-18,Container,1554,Clear,Moderate,Yes
SHIP000239,Jaipur,Kolkata,2024-04-29,2024-04-30,2024-05-05,Lorry,494,Rain,Moderate,Yes
SHIP000240,Kolkata,Jaipur,2024-04-15,2024-04-16,2024-04-16,Truck,501,Clear,Light,No
SHIP000241,Jaipur,Bangalore,2024-05-18,2024-05-19,2024-05-21,Container,513,Fog,Light,Yes
SHIP000242,Ahmedabad,Chennai,2024-02-20,2024-02-23,2024-02-25,Container,959,Clear,Heavy,Yes
SHIP000243,Hyderabad,Bangalore,2023-02-01,2023-02-03,2023-02-08,Lorry,793,Clear,Moderate,Yes
SHIP000244,Lucknow,Jaipur,2024-02-22,2024-02-25,2024-02-28,Trailer,1091,Fog,Moderate,Yes
SHIP000245,Pune,Lucknow,2023-02-16,2023-02-20,2023-02-21,Trailer,1443,Clear,Moderate,Yes
SHIP000246,Jaipur,Ahmedabad,2023-09-30,2023-10-03,2023-10-04,Trailer,1113,Clear,Moderate,Yes
SHIP000247,Chennai,Mumbai,2024-04-10,2024-04-12,2024-04-14,Trailer,748,Rain,Moderate,Yes
SHIP000248,Chennai,Kolkata,2023-10-28,2023-10-30,2023-10-31,Container,792,Clear,Moderate,Yes
SHIP000249,Mumbai,Chennai,2024-02-21,2024-02-22,2024-02-24,Container,252,Clear,Heavy,Yes
SHIP000250,Bangalore,Lucknow,2023-12-28,2024-01-02,2024-01-03,Container,1659,Clear,Moderate,Yes
SHIP000251,Bangalore,Kolkata,2023-06-12,2023-06-14,2023-06-18,Trailer,706,Fog,Heavy,Yes
SHIP000252,Mumbai,Kolkata,2023-03-08,2023-03-09,2023-03-09,Lorry,273,Clear,Light,No
SHIP000253,Hyderabad,Jaipur,2023-05-17,2023-05-19,2023-05-19,Truck,897,Clear,Light,No
SHIP000254,Lucknow,Delhi,2023-12-27,2023-12-28,2023-12-29,Container,441,Clear,Moderate,Yes
SHIP000255,Jaipur,Hyderabad,2023-11-23,2023-11-29,2023-11-30,Container,1935,Clear,Moderate,Yes
SHIP000256,Pune,Lucknow,2024-05-22,2024-05-27,2024-05-31,Container,1749,Storm,Moderate,Yes
SHIP000257,Ahmedabad,Pune,2023-10-23,2023-10-25,2023-10-29,Truck,648,Clear,Moderate,Yes
SHIP000258,Bangalore,Hyderabad,2023-12-15,2023-12-21,2023-12-23,Container,1806,Clear,Heavy,Yes
SHIP000259,Delhi,Bangalore,2024-05-31,2024-06-05,2024-06-05,Container,1520,Clear,Light,No
SHIP000260,Ahmedabad,Mumbai,2023-05-26,2023-05-29,2023-05-29,Lorry,1054,Clear,Light,No
SHIP000261,Chennai,Lucknow,2023-02-07,2023-02-13,2023-02-19,Truck,1931,Clear,Moderate,Yes
SHIP000262,Hyderabad,Mumbai,2024-01-30,2024-01-31,2024-02-02,Container,475,Clear,Heavy,Yes
SHIP000263,Jaipur,Mumbai,2024-06-01,2024-06-04,2024-06-05,Container,1151,Clear,Moderate,Yes
SHIP000264,Pune,Mumbai,2023-01-07,2023-01-10,2023-01-11,Trailer,977,Rain,Light,Yes
SHIP000265,Ahmedabad,Chennai,2024-05-29,2024-05-31,2024-06-01,Container,896,Clear,Moderate,Yes
SHIP000266,Pune,Lucknow,2023-11-28,2023-11-29,2023-12-05,Trailer,441,Rain,Light,Yes
SHIP000267,Mumbai,Kolkata,2023-02-22,2023-02-24,2023-02-28,Trailer,715,Rain,Moderate,Yes
SHIP000268,Mumbai,Hyderabad,2024-02-22,2024-02-26,2024-02-26,Container,1400,Clear,Light,No
SHIP000269,Ahmedabad,Mumbai,2023-02-27,2023-02-28,2023-03-01,Truck,368,Clear,Moderate,Yes
SHIP000270,Pune,Chennai,2024-01-06,2024-01-08,2024-01-09,Truck,899,Clear,Moderate,Yes
SHIP000271,Pune,Hyderabad,2023-11-22,2023-11-25,2023-12-03,Trailer,1143,Fog,Moderate,Yes
SHIP000272,Hyderabad,Lucknow,2024-05-11,2024-05-15,2024-05-16,Container,1262,Clear,Moderate,Yes
SHIP000273,Pune,Chennai,2023-05-12,2023-05-15,2023-05-19,Container,928,Clear,Light,Yes
SHIP000274,Chennai,Delhi,2023-10-23,2023-10-25,2023-10-25,Truck,735,Clear,Light,No
SHIP000275,Lucknow,Hyderabad,2023-01-01,2023-01-05,2023-01-05,Lorry,1479,Clear,Light,No
SHIP000276,Bangalore,Chennai,2023-01-22,2023-01-23,2023-01-24,Truck,495,Clear,Moderate,Yes
SHIP000277,Chennai,Delhi,2024-01-22,2024-01-25,2024-01-24,Container,796,Clear,Moderate,Yes
SHIP000278,Delhi,Mumbai,2023-03-11,2023-03-15,2023-03-16,,1331,Clear,Moderate,Yes
SHIP000279,Ahmedabad,Kolkata,2024-01-21,2024-01-26,2024-01-28,Trailer,1703,Clear,Heavy,Yes
SHIP000280,Hyderabad,Ahmedabad,2023-11-14,2023-11-16,2023-11-23,Trailer,882,Clear,Heavy,Yes
SHIP000281,Delhi,Lucknow,2024-01-20,2024-01-22,2024-01-25,Truck,625,Rain,Heavy,Yes
SHIP000282,Hyderabad,Lucknow,2023-11-18,2023-11-22,2023-11-23,Trailer,1281,Clear,Moderate,Yes
SHIP000283,Lucknow,Hyderabad,2023-07-15,2023-07-20,2023-07-25,Container,1635,Clear,Moderate,Yes
SHIP000284,Ahmedabad,Hyderabad,2023-11-04,2023-11-05,2023-11-07,Container,537,Clear,Heavy,Yes
SHIP000285,Delhi,Hyderabad,2024-05-28,2024-06-03,2024-06-04,Trailer,1978,Clear,Moderate,Yes
SHIP000286,Hyderabad,Lucknow,2024-04-20,2024-04-23,2024-04-29,Truck,936,Rain,Light,Yes
SHIP000287,Delhi,Kolkata,2024-02-17,2024-02-21,2024-02-21,Trailer,1479,Clear,Light,No
SHIP000288,Lucknow,Ahmedabad,2023-04-07,2023-04-12,2023-04-15,Container,1658,Clear,Light,Yes
SHIP000289,Delhi,Hyderabad,2023-02-06,2023-02-10,2023-02-13,Trailer,1264,Fog,Moderate,Yes
SHIP000290,Hyderabad,Delhi,2024-05-25,2024-05-27,2024-05-28,Truck,729,Clear,Moderate,Yes
SHIP000291,Pune,Ahmedabad,2023-06-26,2023-06-30,2023-07-03,Container,1249,Fog,Moderate,Yes
SHIP000292,Hyderabad,Mumbai,2023-04-24,2023-04-28,2023-04-28,Lorry,1279,Clear,Light,No
SHIP000293,Hyderabad,Chennai,2023-01-07,2023-01-09,2023-01-09,Lorry,851,Clear,Light,No
SHIP000294,Lucknow,Kolkata,2023-04-21,2023-04-24,2023-04-25,Lorry,967,Clear,Moderate,Yes
SHIP000295,Jaipur,Bangalore,2023-03-21,2023-03-23,2023-03-23,Truck,883,Clear,Light,No
SHIP000296,Ahmedabad,Bangalore,2023-05-18,2023-05-23,2023-05-29,Trailer,1597,Clear,Moderate,Yes
SHIP000297,Lucknow,Hyderabad,2023-12-08,2023-12-12,2023-12-13,Truck,1281,Clear,Moderate,Yes
SHIP000298,Hyderabad,Delhi,2023-03-22,2023-03-26,2023-03-30,,1468,Fog,Heavy,Yes
SHIP000299,Delhi,Hyderabad,2023-11-03,2023-11-07,2023-11-07,Truck,1443,Clear,Light,No
SHIP000300,Mumbai,Hyderabad,2023-09-06,2023-09-07,2023-09-08,Trailer,354,Clear,Moderate,Yes
SHIP000301,Lucknow,Delhi,2023-10-06,2023-10-09,2023-10-09,Trailer,1176,Clear,Light,No
SHIP000302,Lucknow,Bangalore,2023-11-20,2023-11-22,2023-11-22,Trailer,886,Clear,Light,No
SHIP000303,Kolkata,Bangalore,2023-06-02,2023-06-04,2023-06-06,Lorry,789,Rain,Moderate,Yes
SHIP000304,Bangalore,Mumbai,2023-08-06,2023-08-12,2023-08-18,Trailer,1959,Clear,Heavy,Yes
SHIP000305,Bangalore,Ahmedabad,2023-03-12,2023-03-16,2023-03-16,Container,1298,Clear,Light,No
SHIP000306,Kolkata,Pune,2023-02-06,2023-02-12,2023-02-13,Container,1894,Clear,Moderate,Yes
SHIP000307,Bangalore,Kolkata,2023-03-22,2023-03-26,2023-03-28,Container,1449,Clear,Heavy,Yes
SHIP000308,Kolkata,Pune,2023-08-19,2023-08-20,2023-08-22,Lorry,245,Rain,Moderate,Yes
SHIP000309,Delhi,Mumbai,2023-01-23,2023-01-27,2023-02-01,Trailer,1404,Clear,Heavy,Yes
SHIP000310,Bangalore,Hyderabad,2023-08-20,2023-08-23,2023-08-26,Container,1049,Clear,Light,Yes
SHIP000311,Bangalore,Ahmedabad,2023-01-25,2023-01-28,2023-01-29,Lorry,1038,Clear,Moderate,Yes
SHIP000312,Lucknow,Ahmedabad,2024-03-27,2024-04-01,2024-04-02,Container,1776,Clear,Moderate,Yes
SHIP000313,Hyderabad,Chennai,2024-01-26,2024-01-29,2024-01-30,Trailer,1141,Clear,Moderate,Yes
SHIP000314,Chennai,Lucknow,2024-05-17,2024-05-22,2024-05-24,Lorry,1647,Clear,Heavy,Yes
SHIP000315,Lucknow,Jaipur,2023-12-01,2023-12-07,2023-12-07,Truck,1885,Clear,Light,No
SHIP000316,Hyderabad,Kolkata,2023-07-10,2023-07-11,2023-07-11,Lorry,472,Clear,Light,No
SHIP000317,Pune,Ahmedabad,2024-05-12,2024-05-16,2024-05-24,Trailer,1222,Fog,Moderate,Yes
SHIP000318,Delhi,Chennai,2023-12-12,2023-12-16,2023-12-16,Trailer,1489,Clear,Light,No
SHIP000319,Chennai,Lucknow,2023-09-19,2023-09-23,2023-09-26,Container,1269,Clear,Light,Yes
SHIP000320,Delhi,Pune,2023-05-14,2023-05-16,2023-05-20,Container,610,Clear,Light,Yes
SHIP000321,Ahmedabad,Kolkata,2023-08-20,2023-08-26,2023-08-26,Trailer,1879,Clear,Light,No
SHIP000322,Kolkata,Mumbai,2023-02-24,2023-02-25,2023-03-02,Lorry,335,Clear,Heavy,Yes
SHIP000323,Lucknow,Hyderabad,2023-12-04,2023-12-06,2023-12-07,Container,819,Clear,Moderate,Yes
SHIP000324,Ahmedabad,Pune,2024-04-02,2024-04-03,2024-04-03,Truck,207,Clear,Light,No
SHIP000325,Chennai,Kolkata,2024-01-06,2024-01-09,2024-01-13,Container,1123,Clear,Light,Yes
SHIP000326,Pune,Kolkata,2023-09-11,2023-09-16,2023-09-19,Lorry,1538,Clear,Moderate,Yes
SHIP000327,Ahmedabad,Hyderabad,2023-01-10,2023-01-11,2023-01-15,Lorry,344,Storm,Moderate,Yes
SHIP000328,Hyderabad,Lucknow,2024-02-20,2024-02-21,2024-02-23,,437,Clear,Light,Yes
SHIP000329,Delhi,Jaipur,2023-06-29,2023-07-03,2023-07-04,Container,1420,Clear,Moderate,Yes
SHIP000330,Mumbai,Delhi,2023-06-16,2023-06-18,2023-06-18,Trailer,691,Clear,Light,No
SHIP000331,Delhi,Chennai,2023-11-12,2023-11-18,2023-11-18,Container,1823,Clear,Light,No
SHIP000332,Hyderabad,Kolkata,2024-01-07,2024-01-08,2024-01-09,Container,400,Clear,Moderate,Yes
SHIP000333,Hyderabad,Jaipur,2023-04-19,2023-04-22,2023-04-27,Container,1178,Clear,Moderate,Yes
SHIP000334,Lucknow,Bangalore,2023-09-26,2023-09-30,2023-10-01,Lorry,1421,Rain,Light,Yes
SHIP000335,Lucknow,Delhi,2024-01-15,2024-01-17,2024-01-20,Lorry,871,Fog,Moderate,Yes
SHIP000336,Jaipur,Mumbai,2023-01-10,2023-01-13,2023-01-17,Container,908,Storm,Moderate,Yes
SHIP000337,Lucknow,Mumbai,2023-12-17,2023-12-21,2023-12-22,Trailer,1284,Clear,Moderate,Yes
SHIP000338,Chennai,Jaipur,2023-01-29,2023-02-03,2023-02-09,Lorry,1564,Clear,Moderate,Yes
SHIP000339,Hyderabad,Mumbai,2024-04-13,2024-04-16,2024-04-18,Lorry,1095,Clear,Heavy,Yes
SHIP000340,Delhi,Kolkata,2024-03-17,2024-03-22,2024-03-22,Truck,1795,Clear,Light,No
SHIP000341,Kolkata,Delhi,2023-10-26,2023-10-30,2023-11-03,Trailer,1255,Storm,Moderate,Yes
SHIP000342,Ahmedabad,Lucknow,2023-12-12,2023-12-13,2023-12-14,Lorry,288,Clear,Moderate,Yes
SHIP000343,Lucknow,Chennai,2023-09-09,2023-09-12,2023-09-17,Truck,978,Clear,Light,Yes
SHIP000344,Chennai,Bangalore,2023-02-18,2023-02-20,2023-02-26,,636,Storm,Moderate,Yes
SHIP000345,Jaipur,Lucknow,2023-12-23,2023-12-27,2023-12-29,Lorry,1499,Fog,Light,Yes
SHIP000346,Jaipur,Kolkata,2023-02-27,2023-03-01,2023-03-02,Container,724,Clear,Moderate,Yes
SHIP000347,Mumbai,Hyderabad,2023-06-22,2023-06-24,2023-06-26,Container,879,Clear,Heavy,Yes
SHIP000348,Lucknow,Mumbai,2023-12-20,2023-12-25,2023-12-30,Trailer,1508,Clear,Heavy,Yes
SHIP000349,Bangalore,Delhi,2024-03-09,2024-03-10,2024-03-11,Container,475,Clear,Moderate,Yes
SHIP000350,Ahmedabad,Jaipur,2023-02-20,2023-02-24,2023-02-28,Lorry,1417,Clear,Light,Yes
SHIP000351,Bangalore,Ahmedabad,2024-04-15,2024-04-17,2024-04-22,Trailer,850,Clear,Light,Yes
SHIP000352,Lucknow,Chennai,2023-06-19,2023-06-22,2023-06-23,Lorry,959,Clear,Moderate,Yes
SHIP000353,Delhi,Ahmedabad,2024-01-24,2024-01-26,2024-01-31,Container,715,Storm,Heavy,Yes
SHIP000354,Ahmedabad,Jaipur,2023-09-12,2023-09-14,2023-09-18,Trailer,609,Clear,Moderate,Yes
SHIP000355,Kolkata,Pune,2024-01-08,2024-01-10,2024-01-13,Container,850,Clear,Light,Yes
SHIP000356,Ahmedabad,Kolkata,2023-08-07,2023-08-10,2023-08-11,Lorry,1168,Clear,Moderate,Yes
SHIP000357,Delhi,Pune,2023-04-10,2023-04-11,2023-04-16,Container,299,Clear,Heavy,Yes
SHIP000358,Bangalore,Lucknow,2023-10-18,2023-10-19,2023-10-20,Trailer,322,Clear,Moderate,Yes
SHIP000359,Lucknow,Ahmedabad,2023-02-14,2023-02-16,2023-02-18,Lorry,607,Clear,Heavy,Yes
SHIP000360,Ahmedabad,Kolkata,2023-05-13,2023-05-18,2023-05-18,Truck,1771,Clear,Light,No
SHIP000361,Hyderabad,Ahmedabad,2024-01-09,2024-01-14,2024-01-14,Container,1760,Clear,Light,No
SHIP000362,Chennai,Kolkata,2023-11-14,2023-11-17,2023-11-19,Lorry,1101,Clear,Heavy,Yes
SHIP000363,Ahmedabad,Hyderabad,2023-06-29,2023-07-02,2023-07-02,Truck,1163,Clear,Light,No
SHIP000364,Ahmedabad,Lucknow,2023-08-23,2023-08-25,2023-08-25,Container,781,Clear,Light,No
SHIP000365,Delhi,Chennai,2023-09-10,2023-09-13,2023-09-13,Lorry,1072,Clear,Light,No
SHIP000366,Chennai,Ahmedabad,2023-08-23,2023-08-24,2023-08-25,Lorry,390,Clear,Moderate,Yes
SHIP000367,Ahmedabad,Hyderabad,2023-06-23,2023-06-26,2023-06-29,Truck,1105,Storm,Light,Yes
SHIP000368,Pune,Jaipur,2023-08-03,2023-08-05,2023-08-06,Container,885,Rain,Light,Yes
SHIP000369,Kolkata,Hyderabad,2023-09-19,2023-09-22,2023-09-22,Trailer,1027,Clear,Light,No
SHIP000370,Delhi,Pune,2023-10-27,2023-10-28,2023-10-31,Lorry,269,Clear,Moderate,Yes
SHIP000371,Pune,Jaipur,2023-11-28,2023-12-01,2023-12-01,Lorry,954,Clear,Light,No
SHIP000372,Hyderabad,Delhi,2024-04-10,2024-04-11,2024-04-13,Lorry,289,Clear,Heavy,Yes
SHIP000373,Ahmedabad,Kolkata,2023-10-01,2023-10-03,2023-10-05,Trailer,847,Clear,Heavy,Yes
SHIP000374,Pune,Lucknow,2023-08-02,2023-08-04,2023-08-04,Container,777,Clear,Light,No
SHIP000375,Hyderabad,Jaipur,2023-11-11,2023-11-14,2023-11-20,Trailer,1086,Rain,Light,Yes
SHIP000376,Lucknow,Jaipur,2023-12-14,2023-12-17,2023-12-21,Lorry,1032,Fog,Heavy,Yes
SHIP000377,Jaipur,Delhi,2023-02-01,2023-02-07,2023-02-08,Container,1881,Clear,Moderate,Yes
SHIP000378,Bangalore,Mumbai,2023-04-30,2023-05-02,2023-05-06,Container,629,Fog,Light,Yes
SHIP000379,Pune,Mumbai,2023-05-23,2023-05-25,2023-05-28,Lorry,851,Rain,Heavy,Yes
SHIP000380,Mumbai,Bangalore,2023-12-31,2024-01-04,2024-01-06,Trailer,1306,Clear,Heavy,Yes
SHIP000381,Hyderabad,Delhi,2024-01-14,2024-01-19,2024-01-21,Trailer,1666,Clear,Heavy,Yes
SHIP000382,Bangalore,Chennai,2024-05-17,2024-05-19,2024-05-19,Container,792,Clear,Light,No
SHIP000383,Jaipur,Delhi,2024-02-29,2024-03-01,2024-03-03,Lorry,478,Clear,Heavy,Yes
SHIP000384,Delhi,Chennai,2024-04-08,2024-04-10,2024-04-11,Container,614,Clear,Moderate,Yes
SHIP000385,Hyderabad,Kolkata,2023-07-27,2023-08-01,2023-08-03,Container,1547,Clear,Light,Yes
SHIP000386,Ahmedabad,Chennai,2023-06-10,2023-06-13,2023-06-17,Truck,1008,Storm,Moderate,Yes
SHIP000387,Jaipur,Chennai,2023-01-31,2023-02-05,2023-02-07,Trailer,1519,Clear,Heavy,Yes
SHIP000388,Hyderabad,Jaipur,2023-06-24,2023-06-28,2023-06-29,Truck,1319,Rain,Light,Yes
SHIP000389,Hyderabad,Chennai,2023-03-11,2023-03-13,2023-03-20,Trailer,783,Storm,Moderate,Yes
SHIP000390,Bangalore,Delhi,2023-05-23,2023-05-25,2023-05-30,Lorry,745,Clear,Light,Yes
SHIP000391,Mumbai,Bangalore,2024-04-26,2024-04-29,2024-05-02,Trailer,1110,Clear,Moderate,Yes
SHIP000392,Delhi,Pune,2023-01-24,2023-01-29,2023-01-31,Truck,1624,Fog,Light,Yes
SHIP000393,Ahmedabad,Lucknow,2023-02-23,2023-02-27,2023-02-28,,1409,Clear,Moderate,Yes
SHIP000394,Delhi,Hyderabad,2023-10-10,2023-10-15,2023-10-19,Lorry,1575,Rain,Moderate,Yes
SHIP000395,Hyderabad,Lucknow,2024-05-10,2024-05-15,2024-05-15,Trailer,1715,Clear,Light,No
SHIP000396,Lucknow,Delhi,2023-05-25,2023-05-28,2023-05-31,Trailer,962,Fog,Moderate,Yes
SHIP000397,Kolkata,Pune,2023-01-28,2023-01-29,2023-01-31,Lorry,387,Fog,Light,Yes
SHIP000398,Kolkata,Hyderabad,2023-09-05,2023-09-11,2023-09-13,Container,1825,Clear,Light,Yes
SHIP000399,Delhi,Hyderabad,2023-10-22,2023-10-24,2023-10-24,Trailer,697,Clear,Light,No
SHIP000400,Delhi,Kolkata,2023-08-07,2023-08-11,2023-08-14,Container,1384,Storm,Light,Yes
SHIP000401,Bangalore,Pune,2023-07-04,2023-07-06,2023-07-10,Truck,610,Fog,Heavy,Yes
SHIP000402,Hyderabad,Lucknow,2023-08-12,2023-08-15,2023-08-18,Truck,1148,Clear,Light,Yes
SHIP000403,Ahmedabad,Kolkata,2023-12-21,2023-12-23,2023-12-24,Truck,807,Rain,Light,Yes
SHIP000404,Pune,Kolkata,2024-03-27,2024-03-28,2024-03-29,Trailer,208,Rain,Light,Yes
SHIP000405,Mumbai,Kolkata,2023-12-09,2023-12-12,2023-12-12,Truck,981,Clear,Light,No
SHIP000406,Kolkata,Chennai,2023-09-03,2023-09-07,2023-09-07,Truck,1373,Clear,Light,No
SHIP000407,Ahmedabad,Kolkata,2023-02-25,2023-02-27,2023-02-28,Container,804,Rain,Light,Yes
SHIP000408,Pune,Ahmedabad,2023-09-20,2023-09-21,2023-09-23,Container,208,Fog,Light,Yes
SHIP000409,Jaipur,Ahmedabad,2024-05-10,2024-05-14,2024-05-15,Trailer,1337,Clear,Moderate,Yes
SHIP000410,Chennai,Delhi,2023-05-18,2023-05-20,2023-05-20,Trailer,671,Clear,Light,No
SHIP000411,Chennai,Lucknow,2023-10-07,2023-10-13,2023-10-14,Container,1901,Clear,Moderate,Yes
SHIP000412,Lucknow,Hyderabad,2023-11-03,2023-11-06,2023-11-07,Container,986,Clear,Moderate,Yes
SHIP000413,Jaipur,Pune,2023-05-12,2023-05-15,2023-05-18,Lorry,1111,Rain,Heavy,Yes
SHIP000414,Kolkata,Ahmedabad,2024-01-21,2024-01-26,2024-01-30,Trailer,1673,Storm,Moderate,Yes
SHIP000415,Mumbai,Lucknow,2023-11-06,2023-11-12,2023-11-12,Lorry,1857,Clear,Light,No
SHIP000416,Ahmedabad,Lucknow,2024-02-29,2024-03-06,2024-03-09,Lorry,1980,Clear,Moderate,Yes
SHIP000417,Hyderabad,Pune,2023-01-31,2023-02-01,2023-02-05,Lorry,367,Storm,Moderate,Yes
SHIP000418,Jaipur,Bangalore,2023-09-16,2023-09-18,2023-09-23,Trailer,849,Storm,Heavy,Yes
SHIP000419,Mumbai,Chennai,2023-01-22,2023-01-26,2023-01-26,Trailer,1352,Clear,Light,No
SHIP000420,Delhi,Ahmedabad,2023-09-06,2023-09-07,2023-09-08,Container,407,Rain,Light,Yes
SHIP000421,Pune,Chennai,2024-02-27,2024-02-29,2024-03-02,Lorry,737,Clear,Heavy,Yes
SHIP000422,Hyderabad,Kolkata,2024-02-14,2024-02-16,2024-02-19,Trailer,747,Clear,Light,Yes
SHIP000423,Delhi,Chennai,2023-05-06,2023-05-09,2023-05-15,Truck,905,Rain,Moderate,Yes
SHIP000424,Mumbai,Jaipur,2024-05-18,2024-05-20,2024-05-20,Truck,681,Clear,Light,No
SHIP000425,Pune,Kolkata,2023-06-20,2023-06-21,2023-06-22,Container,318,Clear,Moderate,Yes
SHIP000426,Mumbai,Kolkata,2024-04-04,2024-04-09,2024-04-10,Trailer,1794,Clear,Moderate,Yes
SHIP000427,Pune,Ahmedabad,2023-04-30,2023-05-03,2023-05-05,Truck,1083,Clear,Heavy,Yes
SHIP000428,Pune,Chennai,2023-03-18,2023-03-24,2023-03-27,Truck,1942,Rain,Heavy,Yes
SHIP000429,Ahmedabad,Hyderabad,2023-10-01,2023-10-03,2023-10-05,Container,617,Clear,Heavy,Yes
SHIP000430,Pune,Bangalore,2023-04-18,2023-04-20,2023-04-23,Truck,713,Clear,Light,Yes
SHIP000431,Kolkata,Chennai,2023-06-19,2023-06-24,2023-06-27,Lorry,1525,Rain,Heavy,Yes
SHIP000432,Chennai,Pune,2024-02-02,2024-02-09,2024-02-08,Trailer,1853,Clear,Moderate,Yes
SHIP000433,Delhi,Jaipur,2023-11-30,2023-12-05,2023-12-06,Container,1674,Clear,Moderate,Yes
SHIP000434,Pune,Jaipur,2023-01-20,2023-01-23,2023-01-24,Trailer,1099,Rain,Light,Yes
SHIP000435,Lucknow,Bangalore,2024-02-21,2024-02-25,2024-02-26,Truck,1324,Rain,Light,Yes
SHIP000436,Hyderabad,Chennai,2023-03-29,2023-04-03,2023-04-08,Container,1536,Clear,Moderate,Yes
SHIP000437,Hyderabad,Bangalore,2024-02-18,2024-02-21,2024-02-22,Trailer,1170,Clear,Moderate,Yes
SHIP000438,Bangalore,Jaipur,2024-04-16,2024-04-20,2024-04-21,Lorry,1201,Rain,Light,Yes
SHIP000439,Hyderabad,Kolkata,2023-04-22,2023-04-28,2023-04-30,Truck,1864,Fog,Light,Yes
SHIP000440,Jaipur,Ahmedabad,2024-01-17,2024-01-18,2024-01-20,Container,216,Clear,Heavy,Yes
SHIP000441,Mumbai,Hyderabad,2023-04-04,2023-04-06,2023-04-11,Trailer,848,Clear,Moderate,Yes
SHIP000442,Chennai,Lucknow,2023-09-30,2023-10-01,2023-10-02,Truck,492,Rain,Light,Yes
SHIP000443,Jaipur,Chennai,2023-03-05,2023-03-09,2023-03-09,Truck,1472,Clear,Light,No
SHIP000444,Mumbai,Hyderabad,2023-09-22,2023-09-24,2023-10-02,Container,839,Rain,Heavy,Yes
SHIP000445,Ahmedabad,Jaipur,2024-04-22,2024-04-28,2024-05-02,Truck,1815,Clear,Heavy,Yes
SHIP000446,Hyderabad,Pune,2023-01-18,2023-01-22,2023-01-25,Lorry,1358,Clear,Moderate,Yes
SHIP000447,Pune,Hyderabad,2024-05-02,2024-05-08,2024-05-12,Lorry,1832,Clear,Heavy,Yes
SHIP000448,Jaipur,Lucknow,2023-10-06,2023-10-11,2023-10-14,Truck,1667,Clear,Light,Yes
SHIP000449,Bangalore,Jaipur,2024-02-11,2024-02-12,2024-02-14,Lorry,234,Clear,Heavy,Yes
SHIP000450,Jaipur,Lucknow,2023-07-31,2023-08-03,2023-08-03,Lorry,1124,Clear,Light,No
SHIP000451,Ahmedabad,Delhi,2023-04-24,2023-04-28,2023-04-29,Truck,1464,Clear,Moderate,Yes
SHIP000452,Pune,Jaipur,2024-04-23,2024-04-25,2024-04-27,Trailer,721,Rain,Moderate,Yes
SHIP000453,Delhi,Hyderabad,2024-01-10,2024-01-14,2024-01-14,Lorry,1266,Clear,Light,No
SHIP000454,Ahmedabad,Lucknow,2024-05-19,2024-05-21,2024-05-22,Container,853,Clear,Moderate,Yes
SHIP000455,Jaipur,Ahmedabad,2023-01-10,2023-01-11,2023-01-15,Truck,315,Clear,Light,Yes
SHIP000456,Chennai,Ahmedabad,2024-04-07,2024-04-12,2024-04-17,Trailer,1782,Clear,Moderate,Yes
SHIP000457,Pune,Delhi,2023-06-25,2023-06-26,2023-06-28,Truck,223,Rain,Moderate,Yes
SHIP000458,Lucknow,Pune,2023-11-30,2023-12-01,2023-12-02,Truck,335,Clear,Moderate,Yes
SHIP000459,Mumbai,Bangalore,2024-04-19,2024-04-20,2024-04-23,Lorry,276,Fog,Moderate,Yes
SHIP000460,Jaipur,Lucknow,2024-01-24,2024-01-28,2024-01-29,,1245,Rain,Light,Yes
SHIP000461,Delhi,Pune,2023-12-22,2023-12-27,2023-12-28,Lorry,1644,Clear,Moderate,Yes
SHIP000462,Mumbai,Kolkata,2024-02-05,2024-02-07,2024-02-08,Truck,752,Rain,Light,Yes
SHIP000463,Kolkata,Bangalore,2024-01-27,2024-02-02,2024-02-05,Truck,1893,Fog,Moderate,Yes
SHIP000464,Hyderabad,Ahmedabad,2023-11-13,2023-11-18,2023-11-18,Lorry,1569,Clear,Light,No
SHIP000465,Mumbai,Kolkata,2023-10-25,2023-10-26,2023-10-26,Truck,277,Clear,Light,No
SHIP000466,Jaipur,Delhi,2024-03-09,2024-03-12,2024-03-13,Container,1042,Clear,Moderate,Yes
SHIP000467,Delhi,Jaipur,2023-05-06,2023-05-11,2023-05-12,Lorry,1642,Clear,Moderate,Yes
SHIP000468,Mumbai,Lucknow,2023-04-12,2023-04-14,2023-04-14,Lorry,789,Clear,Light,No
SHIP000469,Chennai,Delhi,2024-01-19,2024-01-23,2024-01-24,Trailer,1322,Clear,Moderate,Yes
SHIP000470,Pune,Hyderabad,2023-11-11,2023-11-12,2023-11-15,Trailer,564,Rain,Heavy,Yes
SHIP000471,Lucknow,Bangalore,2023-07-30,2023-08-04,2023-08-07,Container,1580,Rain,Light,Yes
SHIP000472,Pune,Ahmedabad,2024-05-31,2024-06-04,2024-06-05,Container,1235,Clear,Moderate,Yes
SHIP000473,Jaipur,Kolkata,2023-12-27,2023-12-29,2023-12-30,Trailer,805,Rain,Light,Yes
SHIP000474,Jaipur,Mumbai,2024-05-04,2024-05-08,2024-05-09,Trailer,1465,Clear,Moderate,Yes
SHIP000475,Lucknow,Kolkata,2023-10-08,2023-10-09,2023-10-09,Lorry,507,Clear,Light,No
